AuthorNames-Deduped,AminerCitationCount_02-2019,XPloreCitationCount_02-2019
Peter J. Polack Jr.;Shang-Tse Chen;Minsuk Kahng;Moushumi Sharmin;Duen Horng Chau,6,5
Khairi Reda;Alberto Gonzalez;Jason Leigh;Michael E. Papka,0,0
Christian Richter;Martin Luboschik;Martin RÃ¶hlig;Heidrun Schumann,0,1
Lauren R. Samuels;Robert A. Greevy,0,0
Cecilia di Sciascio;Vedran Sabol;Eduardo E. Veas,1,1
Veronika SoltÃ©szovÃ¡;Marco Foscato;Sondre H. Eliasson;Vidar R. Jensen,0,0
Yi-Chih Tsai;Liang-Chi Hsieh;Wen-Feng Cheng;Yin-Hsi Kuo;Winston H. Hsu;Wen-Chin Chen,0,0
Zuchao Wang;Xiaoru Yuan;Tangzhi Ye;Youfeng Hao;Siming Chen;Jie Liang;Qiusheng Li;Haiyang Wang;Yadong Wu,2,0
Bilal Alsallakh;Liu Ren,6,6
Faisal Taher;Yvonne Jansen;Jonathan Woodruff;John Hardy;Kasper HornbÃ¦k;Jason Alexander,7,5
Michail Schwab;Hendrik Strobelt;James Tompkin;Colin Fredericks;Connor Huff;Dana Higgins;Anton Strezhnev;Mayya Komisarchik;Gary King;Hanspeter Pfister,3,3
Yifan Zhang;Ross Maciejewski,4,4
Wouter Meulemans;Jason Dykes;Aidan Slingsby;Cagatay Turkay;Jo Wood,8,5
Mona Hosseinkhani Loorak;Charles Perin;Christopher Collins;Sheelagh Carpendale,5,5
Kasper Dinkla;Hendrik Strobelt;Bryan Genest;Stephan Reiling;Mark Borowsky;Hanspeter Pfister,0,0
Anzu Hakone;Lane Harrison;Alvitta Ottley;Nathan Winters;Caitlin Gutheil;Paul K. J. Han;Remco Chang,1,3
Stephan Pajer;Marc Streit;Thomas Torsney-Weir;Florian Spechtenhauser;Torsten MÃ¶ller;Harald Piringer,15,13
Mengdie Hu;Krist Wongsuphasawat;John T. Stasko,10,11
Rafael Veras;Christopher Collins,4,6
Clemens Arbesser;Florian Spechtenhauser;Thomas MÃ¼hlbacher;Harald Piringer,1,8
Evanthia Dimara;Anastasia Bezerianos;Pierre Dragicevic,17,15
Wesley Willett;Yvonne Jansen;Pierre Dragicevic,23,9
Alex Bigelow;Steven M. Drucker;Danyel Fisher;Miriah D. Meyer,10,9
Michael Correll;Jeffrey Heer,5,2
Arthur van Goethem;Frank Staals;Maarten LÃ¶ffler;Jason Dykes;Bettina Speckmann,1,2
Nam Wook Kim;Eston Schweickart;Zhicheng Liu;Mira Dontcheva;Wilmot Li;Jovan Popovic;Hanspeter Pfister,11,10
Cicero Augusto de Lara Pahins;Sean A. Stephens;Carlos Eduardo Scheidegger;JoÃ£o Luiz Dihl Comba,22,10
Fereshteh Amini;Nathalie Henry Riche;Bongshin Lee;AndrÃ©s Monroy-HernÃ¡ndez;Pourang Irani,6,6
Matthew Berger;Katherine McDonough;Lee M. Seversky,0,8
Zhe Wang;Nivan Ferreira;Youhao Wei;Aarthy Sankari Bhaskar;Carlos Eduardo Scheidegger,13,10
Bahador Saket;Hannah Kim;Eli T. Brown;Alex Endert,15,11
Roger Beecham;Jason Dykes;Wouter Meulemans;Aidan Slingsby;Cagatay Turkay;Jo Wood,5,10
Yanhong Wu;Nan Cao;Daniel W. Archambault;Qiaomu Shen;Huamin Qu;Weiwei Cui,9,11
Chris Bryan;Kwan-Liu Ma;Jonathan Woodring,10,7
Yalong Yang;Tim Dwyer;Sarah Goodwin;Kim Marriott,6,16
Rudolf Netzel;Marcel Hlawatsch;Michael Burch;Sanjeev Balakrishnan;HansjÃ¶rg Schmauder;Daniel Weiskopf,4,5
Connor Gramazio;David H. Laidlaw;Karen B. Schloss,9,11
Christoph Schulz;Arlind Nocaj;Jochen GÃ¶rtler;Oliver Deussen;Ulrik Brandes;Daniel Weiskopf,9,9
Sukwon Lee;Sung-Hee Kim;Bum Chul Kwon,7,7
Benjamin Bach;Nathalie Henry Riche;Christophe Hurter;Kim Marriott;Tim Dwyer,14,10
Arvind Satyanarayan;Dominik Moritz;Kanit Wongsuphasawat;Jeffrey Heer,43,39
Mi Feng;Cheng Deng;Evan M. Peck;Lane Harrison,9,8
Lace M. K. Padilla;P. Samuel Quinan;Miriah D. Meyer;Sarah H. Creem-Regehr,9,8
Maxime Cordeil;Tim Dwyer;Karsten Klein 0001;Bireswar Laha;Kim Marriott;Bruce H. Thomas,41,26
Shiqing He;Eytan Adar,,5
Daniel JÃ¶nsson;Anders Ynnerman,3,1
Andrew H. Stevens;Thomas Butkiewicz;Colin Ware,0,0
FÃ¡bio Miranda;Harish Doraiswamy;Marcos Lage;Kai Zhao;Bruno GonÃ§alves;Luc Wilson;Mondrian Hsieh;ClÃ¡udio T. Silva,13,13
Andreas J. Lind;Stefan Bruckner,0,1
Kai Lawonn;Erik Trostmann;Bernhard Preim;Klaus Hildebrandt,6,3
Soumya Dutta;Chun-Ming Chen;Gregory Heinlein;Han-Wei Shen;Jen-Ping Chen,4,6
Chris Bryan;Gregory Guterman;Kwan-Liu Ma;Harris Lewin;Denis Larkin;Jaebum Kim;Jian Ma 0004;Marta Farre,2,2
Jiaxi Hu;Hajar Hamidian;Zichun Zhong;Jing Hua,0,0
Saad Nadeem;Joseph Marino;Xianfeng Gu;Arie E. Kaufman,1,5
Monique Meuschke;Samuel VoÃŸ;Oliver Beuing;Bernhard Preim;Kai Lawonn,4,4
Michael Krone;Florian Friess;Katrin Scharnowski;Guido Reina;Silvia Fademrecht;Tobias Kulschewski;JÃ¼rgen Pleiss;Thomas Ertl,5,6
Pedro Hermosilla;Jorge Estrada;Victor Guallar;Timo Ropinski;Alvar Vinacua;Pere-Pau VÃ¡zquez,2,4
Noeska N. Smit;Kai Lawonn;Annelot Kraima;Marco DeRuiter;Hessam Sokooti;Stefan Bruckner;Elmar Eisemann;Anna Vilanova,3,3
Petra Isenberg;Tobias Isenberg 0001;Michael Sedlmair;Jian Chen;Torsten MÃ¶ller,12,9
Allan Rocha;Usman R. Alim;Julio Daniel Silva;Mario Costa Sousa,3,4
Florian Ferstl;Mathias Kanzler;Marc Rautenhaus;RÃ¼diger Westermann,6,10
Ayan Biswas;Guang Lin;Xiaotong Liu;Han-Wei Shen,6,7
Ivan KolesÃ¡r;Stefan Bruckner;Ivan Viola;Helwig Hauser,4,3
Tim Gerrits;Christian RÃ¶ssl;Holger Theisel,4,2
Tobias GÃ¼nther;Holger Theisel,2,1
Julien Tierny;Hamish A. Carr,15,3
Antoni SagristÃ ;Stefan Jordan;Andreas Just;Fabio Dias;Luis Gustavo Nonato;Filip Sadlo,3,2
Kui Wu 0003;Aaron Knoll;Benjamin J. Isaac;Hamish A. Carr;Valerio Pascucci,0,1
Ingo Wald;Gregory P. Johnson;Jefferson Amstutz;Carson Brownlee;Aaron Knoll;J. Jeffers;J. Gunther;Paul A. NavrÃ¡til,17,12
Steffen Frey;Thomas Ertl,2,2
Jens Schneider;Peter Rautek,0,0
Xin Tong;Cheng Li;Han-Wei Shen,3,4
Sergej Stoppel;Stefan Bruckner,0,2
Hui Fang;Simon J. Walton;E. Delahaye;J. Harris;D. A. Storchak;Min Chen 0001,0,5
Lonni BesanÃ§on;Paul Issartel;Mehdi Ammi;Tobias Isenberg 0001,8,5
Quan Li;Peng Xu;Yeukyin Chan;Yun Wang;Zhipeng Wang;Huamin Qu;Xiaojuan Ma,3,5
Shamal Al-Dohuki;Yingyu Wu;Farah Kamw;Jing Yang;Xin Li;Ye Zhao;Xinyue Ye;Wei Chen 0001;Chao Ma;Fei Wang 0016,22,25
Dongyu Liu;Di Weng;Yuhong Li;Jie Bao 0003;Yu Zheng 0004;Huamin Qu;Yingcai Wu,31,28
Siwei Fu;Jian Zhao;Weiwei Cui;Huamin Qu,4,8
Minjeong Kim;Kyeongpil Kang;Deok Gun Park;Jaegul Choo;Niklas Elmqvist,14,12
Bum Chul Kwon;Hannah Kim;Emily Wall;Jaegul Choo;Haesun Park;Alex Endert,10,11
Cristian Felix;Anshul Vikram Pandey;Enrico Bertini,7,5
R. Jordan Crouser;Lyndsey Franklin;Alex Endert;Kristin A. Cook,5,4
Ievgeniia Gutenko;Konstantin Dmitriev;Arie E. Kaufman;Matthew Barish,,0
Qiaomu Shen;Tongshuang Wu;Haiyan Yang;Yanhong Wu;Huamin Qu;Weiwei Cui,5,6
Ali Sarvghad;Melanie Tory;Narges Mahyar,8,10
Michael Behrisch;Benjamin Bach;Michael Blumenschein;Michael Delz;Laura von RÃ¼den;Jean-Daniel Fekete;Tobias Schreck,4,7
Davide Ceneda;Theresia Gschwandtner;Thorsten May;Silvia Miksch;Hans-JÃ¶rg Schulz;Marc Streit;Christian Tominski,14,15
Michael Glueck;Alina Gvozdik;Fanny Chevalier;Azam Khan;Michael Brudno;Daniel J. Wigdor,5,4
Cagatay Turkay;Erdem Kaya;Selim Balcisoy;Helwig Hauser,12,16
Filip Dabek;Jesus J. Caban,0,6
Xinsong Yang;Lei Shi;Madelaine Daianu;Hanghang Tong;Qingsong Liu;Paul M. Thompson,7,11
Cong Xie;Wen Zhong;Klaus Mueller,1,9
Dominik Sacha;Leishi Zhang;Michael Sedlmair;John A. Lee;Jaakko Peltonen;Daniel Weiskopf;Stephen C. North;Daniel A. Keim,36,31
Bowen Yu;ClÃ¡udio T. Silva,0,5
Jian Zhao;Michael Glueck;Simon Breslav;Fanny Chevalier;Azam Khan,8,8
Aritra Dasgupta;Joon-Yong Lee;Ryan Wilson;Robert A. Lafrance;Nick Cramer;Kristin A. Cook;Samuel H. Payne,50,6
Sarah Goodwin;Christopher Mears;Tim Dwyer;Maria Garcia de la Banda;Guido Tack;Mark Wallace 0001,7,8
Panpan Xu;Honghui Mei;Liu Ren;Wei Chen 0001,13,14
Kuno Kurzhals;Marcel Hlawatsch;Christof Seeger;Daniel Weiskopf,4,6
Hyunjoo Song;Jeongjin Lee;Tae Jung Kim;Kyoung Ho Lee;Bo Hyoung Kim;Jinwook Seo,0,0
Zhicheng Liu;Yang Wang;Mira Dontcheva;Matthew Hoffman;Seth Walker;Alan Wilson 0004,15,21
Donghao Ren;Saleema Amershi;Bongshin Lee;Jina Suh;Jason D. Williams,22,18
Gary K. L. Tam;Vivek Kothari;Min Chen,3,15
Junpeng Wang;Xiaotong Liu;Han-Wei Shen;Guang Lin,12,12
Mengchen Liu;Jiaxin Shi;Zhen Li;Chongxuan Li;Jun Zhu 0001;Shixia Liu,50,56
Paulo E. Rauber;Samuel G. Fadel;Alexandre X. FalcÃ£o;Alexandru Telea,28,35
Po-Ming Law;Wenchao Wu;Yixian Zheng;Huamin Qu,1,1
Sriram Karthik Badam;Fereshteh Amini;Niklas Elmqvist;Pourang Irani,0,2
Florian Heimerl;Markus John;Qi Han;Steffen Koch;Thomas Ertl,50,4
Ji Hwan Park;Saad Nadeem;Seyedkoosha Mirhosseini;Arie E. Kaufman,0,1
David McColgin;Paul Hoover;Mark Igra,,1
Siming Chen;Shuai Chen;Zhenhuang Wang;Jie Liang;Xiaoru Yuan;Nan Cao;Yadong Wu,50,7
Xiting Wang;Shixia Liu;Yang Chen;Tai-Quan Peng;Jing Su;Jing Yang;Baining Guo,50,8
Fan Du;Catherine Plaisant;Neil Spring;Ben Shneiderman,50,7
Xiaotong Liu;Anbang Xu;Liang Gou;Haibin Liu;Rama Akkiraju;Han-Wei Shen,0,1
Jing Xia;Wei Chen 0001;Yumeng Hou;Wanqi Hu;Xinxin Huang;David S. Ebert,50,1
Phong H. Nguyen;Kai Xu 0003;Andy Bardill;Betul Salman;Kate Herd;B. L. William Wong,0,2
Johannes WeissenbÃ¶ck;Artem Amirkhanov;M. Eduard GrÃ¶ller;Johann Kastner;Christoph Heinzl,0,2
Yuanzhe Chen;Qing Chen;Mingqian Zhao;Sebastien Boyer;Kalyan Veeramachaneni;Huamin Qu,0,2
Prithiviraj K. Muthumanickam;Katerina Vrotsou;Matthew D. Cooper;Jimmy Johansson,0,1
Michael Correll;Michael Gleicher,0,3
Tanja Blascheck;Fabian Beck 0001;Sebastian Baltes;Thomas Ertl;Daniel Weiskopf,0,2
Oh-Hyun Kwon;Tarik Crnovrsanin;Kwan-Liu Ma,,1
Philipp Koytek;Charles Perin;Jo Vermeulen;Elisabeth AndrÃ©;Sheelagh Carpendale,,2
Jessica Hullman;Matthew Kay;Yea-Seul Kim;Samana Shrestha,,4
Charles Perin;Tiffany Wun;Richard Pusch;Sheelagh Carpendale,,1
Laura E. Matzen;Michael J. Haass;Kristin Divis;Zhiyuan Wang;Andrew T. Wilson,,1
Jochen GÃ¶rtler;Christoph Schulz;Daniel Weiskopf;Oliver Deussen,,4
Romain Vuillemot;Jeremy Boy,,0
Nils Rodrigues;Daniel Weiskopf,,0
Ricardo Langner;Tom Horak;Raimund Dachselt,,2
Nam Wook Kim;Benjamin Bach;Hyejin Im;Sasha Schriber;Markus H. Gross;Hanspeter Pfister,,0
AndrÃ© Calero Valdez;Martina Ziefle;Michael Sedlmair,,0
Hendrik Strobelt;Sebastian Gehrmann;Hanspeter Pfister;Alexander M. Rush,,13
Alper Sarikaya;Michael Gleicher,,3
Zening Qu;Jessica Hullman,,7
Michael Gleicher,,6
Yingcai Wu;Ji Lan;Xinhuan Shu;Chenyang Ji;Kejian Zhao;Jiachen Wang;Hui Zhang,,3
Pierre Dragicevic;Yvonne Jansen,,0
Thomas HÃ¶llt;Nicola Pezzotti;Vincent van Unen;Frits Koning;Boudewijn P. F. Lelieveldt;Anna Vilanova,,1
Heidi Lam;Melanie Tory;Tamara Munzner,,2
Jorge Poco;Angela Mayhua;Jeffrey Heer,,3
Christophe Hurter;StÃ©phane Puechmorel;Florence Nicol;Alexandru Telea,,1
JosÃ© Matute;Alexandru Telea;Lars Linsen,,0
Danielle Albers Szafir,,7
David Burlinson;Kalpathi R. Subramanian;Paula Goolkasian,,0
Paulo Ivson;Daniel Nascimento;Waldemar Celes Filho;Simone D. J. Barbosa,,1
Evanthia Dimara;Anastasia Bezerianos;Pierre Dragicevic,,2
Max Sondag;Bettina Speckmann;Kevin Verbeek,,2
Shusen Liu;Peer-Timo Bremer;Jayaraman J. Thiagarajan;Vivek Srikumar;Bei Wang;Yarden Livnat;Valerio Pascucci,,2
Arjun Srinivasan;John T. Stasko,,5
Yea-Seul Kim;Katharina Reinecke;Jessica Hullman,,1
Bram C. M. Cappers;Jarke J. van Wijk,,4
Christina Stoiber;Holger Stitz;Reem Hourieh;Florian Grassinger;Wolfgang Aigner;Marc Streit,,1
Yunhai Wang;Xiaowei Chu;Chen Bao;Lifeng Zhu;Oliver Deussen;Baoquan Chen;Michael Sedlmair,,2
Jonathan C. Roberts;Panagiotis D. Ritsos;James R. Jackson;Christopher James Headleand,,1
Yunhai Wang;Yanyan Wang;Yinqi Sun;Lifeng Zhu;Kecheng Lu;Chi-Wing Fu;Michael Sedlmair;Oliver Deussen;Baoquan Chen,,1
Benjamin Bach;Ronell Sicat;Johanna Beyer;Maxime Cordeil;Hanspeter Pfister,,6
Jagoda Walny;Samuel Huron;Charles Perin;Tiffany Wun;Richard Pusch;Sheelagh Carpendale,,4
Fritz Lekschas;Benjamin Bach;Peter Kerpedjiev;Nils Gehlenborg;Hanspeter Pfister,,1
Cristian Felix;Steven Franconeri;Enrico Bertini,,0
Julien Tierny;Guillaume Favelier;Joshua A. Levine;Charles Gueunet;Michael Michaux,,0
Karl Bladin;Emil Axelsson;Erik Broberg;Carter Emmart;Patric Ljung;Alexander Bock;Anders Ynnerman,,1
Roxana Bujack;Terece L. Turton;Francesca Samsel;Colin Ware;David H. Rogers;James P. Ahrens,,2
Mohamed Ibrahim;Patrick Wickenhauser;Peter Rautek;Guido Reina;Markus Hadwiger,,0
Alexander Bock;Harish Doraiswamy;Adam Summers;ClÃ¡udio T. Silva,,1
Haichao Miao;Elisa De Llano;Johannes Sorger;Yasaman Ahmadi;Tadija Kekic;Tobias Isenberg 0001;M. Eduard GrÃ¶ller;Ivan Barisic;Ivan Viola,,1
Michael Kern;Tim Hewson;Filip Sadlo;RÃ¼diger Westermann;Marc Rautenhaus,,3
Lawrence Roy;Prashant Kumar;Sanaz Golbabaei;Yue Zhang 0009;Eugene Zhang,,0
Ashok Jallepalli;Julia Docampo-SÃ¡nchez;Jennifer K. Ryan;Robert Haimes;Robert Michael Kirby,,1
Jiang Zhang;Hanqi Guo;Fan Hong;Xiaoru Yuan;Tom Peterka,,0
Tran Minh Quan;Junyoung Choi;Haejin Jeong;Won-Ki Jeong,,0
Will Usher;Pavol Klacansky;Frederick Federer;Peer-Timo Bremer;Aaron Knoll;Jeff Yarch;Alessandra Angelucci;Valerio Pascucci,,4
Subhashis Hazarika;Ayan Biswas;Han-Wei Shen,,2
Qiaomu Shen;Wei Zeng;Yu Ye;Stefan MÃ¼ller Arisona;Simon Schubiger-Banz;Remo Aslak Burkhard;Huamin Qu,,1
Markus Hadwiger;Ali K. Al-Awami;Johanna Beyer;Marco Agus;Hanspeter Pfister,,0
Tobias Klein;Ludovic Autin;Barbora KozlÃ­kovÃ¡;David S. Goodsell;Arthur J. Olson;M. Eduard GrÃ¶ller;Ivan Viola,,1
Haneen Mohammed;Ali K. Al-Awami;Johanna Beyer;Corrado CalÃ¬;Pierre J. Magistretti;Hanspeter Pfister;Markus Hadwiger,,0
Julian Kreiser;Alexander Hann;Eugen Zizer;Timo Ropinski,,0
Bastian Rieck;Ulderico Fugacci;Jonas Lukasczyk;Heike Leitte,,0
Jens G. Magnus;Stefan Bruckner,,0
G. Elisabeta Marai,,3
Oliver RÃ¼bel;Benjamin P. Bowen,,0
Peter Mindek;David Kouril;Johannes Sorger;Daniel Toloudis;Blair Lyons;Graham Johnson;M. Eduard GrÃ¶ller;Ivan Viola,,1
Andrea Batch;Niklas Elmqvist,,2
Siwei Fu;Hao Dong;Weiwei Cui;Jian Zhao;Huamin Qu,,1
Jiazhi Xia;Fenjin Ye;Wei Chen 0001;Yusi Wang;Weifeng Chen 0002;Yuxin Ma;Anthony K. H. Tung,,1
Gennady L. Andrienko;Natalia V. Andrienko;Georg Fuchs;Jose Manuel Cordero Garcia,,2
Nicola Pezzotti;Thomas HÃ¶llt;Jan C. van Gemert;Boudewijn P. F. Lelieveldt;Elmar Eisemann;Anna Vilanova,,9
Shixia Liu;Jiannan Xiao;Junlin Liu;Xiting Wang;Jing Wu;Jun Zhu 0001,,4
Jie Liu;Tim Dwyer;Kim Marriott;Jeremy Millar;Annette Haworth,,0
Nan Cao;Chaoguang Lin;Qiuhan Zhu;Yu-Ru Lin;Xian Teng;Xidao Wen,,1
Jian Zhao;Maoyuan Sun;Francine Chen;Patrick Chiu,,1
Deok Gun Park;Seungyeon Kim;Jurim Lee;Jaegul Choo;Nicholas Diakopoulos;Niklas Elmqvist,,3
Bilal Alsallakh;Amin Jourabloo;Mao Ye;Xiaoming Liu 0002;Liu Ren,,5
Enamul Hoque;Vidya Setlur;Melanie Tory;Isaac Dykeman,,1
Leland Wilkinson,,1
Andrea Unger;Nadine Drager;Mike Sips;Dirk J. Lehmann,,0
Minsuk Kahng;Pierre Y. Andrews;Aditya Kalro;Duen Horng Chau,0,12
Xun Zhao;Yanhong Wu;Weiwei Cui;Xinnan Du;Yuan Chen;Yong Wang 0021;Dik Lun Lee;Huamin Qu,,0
Roger A. Leite;Theresia Gschwandtner;Silvia Miksch;Simone Kriglstein;Margit Pohl;Erich Gstrein;Johannes Kuntner,,0
Dominik Sacha;Matthias Kraus;JÃ¼rgen Bernard;Michael Behrisch;Tobias Schreck;Yuki Asano;Daniel A. Keim,,3
JÃ¼rgen Bernard;Marco Hutter;Matthias Zeppelzauer;Dieter W. Fellner;Michael Sedlmair,,2
Arjun Srinivasan;Hyunwoo Park;Alex Endert;Rahul C. Basole,,1
Kanit Wongsuphasawat;Daniel Smilkov;James Wexler;Jimbo Wilson;Dan ManÃ©;Doug Fritz;Dilip Krishnan;Fernanda B. ViÃ©gas;Martin Wattenberg,,12
Robert Pienta;Fred Hohman;Alex Endert;Acar Tamersoy;Kevin A. Roundy;Christopher Gates 0002;Shamkant B. Navathe;Duen Horng Chau,,2
Mengchen Liu;Jiaxin Shi;Kelei Cao;Jun Zhu 0001;Shixia Liu,,11
Emily Wall;Subhajit Das;Ravish Chawla;Bharath Kalidindi;Eli T. Brown;Alex Endert,,1
Mennatallah El-Assady;Rita Sevastjanova;Fabian Sperrle;Daniel A. Keim;Christopher Collins,,3
Yuanzhe Chen;Panpan Xu;Liu Ren,,3
Bum Chul Kwon;Ben Eysenbach;Janu Verma;Kenney Ng;Christopher deFilippi;Walter F. Stewart;Adam Perer,,3
Michael Glueck;Mahdi Pakdaman Naeini;Finale Doshi-Velez;Fanny Chevalier;Azam Khan;Daniel J. Wigdor;Michael Brudno,,2
Xu-Meng Wang;Jia-Kai Chou;Wei Chen 0001;Huihua Guan;Wenlong Chen;Tianyi Lao;Kwan-Liu Ma,,1
Thomas MÃ¼hlbacher;Lorenz Linhardt;Torsten MÃ¶ller;Harald Piringer,,2
Alexander Kumpf;Bianca Tost;Marlene Baumgart;Michael Riemer;RÃ¼diger Westermann;Marc Rautenhaus,,7
Darren Edge;Nathalie Henry Riche;Jonathan Larson;Christopher White,,0
Manuel Stein;HalldÃ³r Janetzko;Andreas Lamprecht;Thorsten Breitkreutz;Philipp Zimmermann;Bastian GoldlÃ¼cke;Tobias Schreck;Gennady L. Andrienko;Michael Grossniklaus;Daniel A. Keim,,4
John E. Wenskovitch;Ian Crandell;Naren Ramakrishnan;Leanna House;Scotland Leman;Chris North,,0
Jian Zhao;Michael Glueck;Petra Isenberg;Fanny Chevalier;Azam Khan,,2
Angus Graeme Forbes;Andrew Burks;Kristine Lee;Xing Li;Pierre Boutillier;Jean Krivine;Walter Fontana,,0
Shunan Guo;Ke Xu;Rongwen Zhao;David Gotz;Hongyuan Zha;Nan Cao,,3
Haeyong Chung;Sai Prashanth Dasari;Santhosh Nandhakumar;Christopher Andrews,,0
Dustin Arendt;Meg Pirrung,,0
Paolo Federico 0001;Markus Wagner 0008;Alexander Rind;Albert Amor-Amoros;Silvia Miksch;Wolfgang Aigner,,1
Stefan JÃ¤nicke;David Joseph Wrisley,,1
Yen-Ting Kuan;Yu-Shuen Wang;Jung-Hong Chuang,,0
Dominik JÃ¤ckle;Michael Blumenschein;Michael Behrisch;Daniel A. Keim;Tobias Schreck,,0
Siming Chen;Shuai Chen;Lijing Lin;Xiaoru Yuan;Jie Liang;Xiaolong Zhang 0001,,0
Takanori Fujiwara;Preeti Malakar;Khairi Reda;Venkatram Vishwanath;Michael E. Papka;Kwan-Liu Ma,,0
Jun Wang;Klaus Mueller,,0
Isaac Cho;Ryan Wesslen;Svitlana Volkova;William Ribarsky;Wenwen Dou,,1
Isaac Cho;Ryan Wesslen;Alireza Karduni;Sashank Santhanam;Samira Shaikh;Wenwen Dou,,0
Emily Wall;Leslie M. Blaha;Lyndsey Franklin;Alex Endert,,1
Josua Krause;Aritra Dasgupta;Jordan Swartz;Yindalon Aphinyanagphongs;Enrico Bertini,0,0
Yao Ming;Shaozu Cao;Ruixiang Zhang;Zhen Li;Yuanzhe Chen;Yangqiu Song;Huamin Qu,,2
Nan-Chen Chen;Been Kim,,0
Jo Wood;Alexander Kachkaev;Jason Dykes,,1
Brian D. Ondov;Nicole Jardine;Niklas Elmqvist;Steven Franconeri,,0
Jessica Hullman;Xiaoli Qiao;Michael Correll;Alex Kale;Matthew Kay,,0
Tan Tang;Sadia Rubab;Jiewen Lai;Weiwei Cui;Lingyun Yu;Yingcai Wu,,0
Alper Sarikaya;Michael Correll;Lyn Bartram;Melanie Tory;Danyel Fisher,,0
Michael Correll;Mingwei Li;Gordon L. Kindlmann;Carlos Eduardo Scheidegger,,0
Alex Kale;Francis Nguyen;Matthew Kay;Jessica Hullman,,0
Yunhai Wang;Yanyan Wang;Haifeng Zhang;Yinqi Sun;Chi-Wing Fu;Michael Sedlmair;Baoquan Chen;Oliver Deussen,,0
Yunhai Wang;Xin Chen;Tong Ge;Chen Bao;Michael Sedlmair;Chi-Wing Fu;Oliver Deussen;Baoquan Chen,,0
Nina McCurdy;Julie Gerdes;Miriah D. Meyer,,1
Hayeong Song;Danielle Albers Szafir,,0
Ali Sarvghad;Bahador Saket;Alex Endert;Nadir Weibel,,0
Yixuan Zhang;Kartik Chanana;Cody Dunne,,0
Anna Gogolou;Theophanis Tsandilas;Themis Palpanas;Anastasia Bezerianos,,0
Mi Feng;Evan M. Peck;Lane Harrison,,0
Vladimir Molchanov;Lars Linsen,,0
Sriram Karthik Badam;Zhicheng Liu;Niklas Elmqvist,,0
Di Weng;Ran Chen;Zikun Deng;Feiran Wu;Jingmin Chen;Yingcai Wu,,1
Daniel Haehn;James Tompkin;Hanspeter Pfister,,0
Wei Chen 0001;Fangzhou Guo;Dongming Han;Jacheng Pan;Xiaotao Nie;Jiazhi Xia;Xiaolong Zhang,,0
Jaemin Jo;FrÃ©dÃ©ric Vernier;Pierre Dragicevic;Jean-Daniel Fekete,,0
Tanja Blascheck;Lonni BesanÃ§on;Anastasia Bezerianos;Bongshin Lee;Petra Isenberg,,0
Sriram Karthik Badam;Andreas Mathisen;Roman RÃ¤dle;Clemens Nylandsted Klokmose;Niklas Elmqvist,,0
Arjun Srinivasan;Steven M. Drucker;Alex Endert;John T. Stasko,,0
Emily Wall;Meeshu Agnihotri;Laura E. Matzen;Kristin Divis;Michael J. Haass;Alex Endert;John T. Stasko,,0
Karen B. Schloss;Connor Gramazio;Allison T. Silverman;Madeline L. Parker;Audrey S. Wang,,0
Carolina Nobre;Marc Streit;Alexander Lex,,0
Timothy Major;Rahul C. Basole,,0
Ronell Sicat;Jiabao Li;Junyoung Choi;Maxime Cordeil;Won-Ki Jeong;Benjamin Bach;Hanspeter Pfister,,0
Donghao Ren;Bongshin Lee;Matthew Brehmer,,0
Mathieu Le Goc;Charles Perin;Sean Follmer;Jean-Daniel Fekete;Pierre Dragicevic,,0
Christophe Hurter;Nathalie Henry Riche;Steven M. Drucker;Maxime Cordeil;Richard Alligier;Romain Vuillemot,,0
Yalong Yang;Tim Dwyer;Bernhard Jenny;Kim Marriott;Maxime Cordeil;Haohui Chen,,0
Le Liu;Lace M. K. Padilla;Sarah H. Creem-Regehr;Donald H. House,,0
Rebecca Faust;David Glickenstein;Carlos Eduardo Scheidegger,,0
Shusen Liu;Zhimin Li;Tao Li;Vivek Srikumar;Valerio Pascucci;Peer-Timo Bremer,,0
Hariharan Subramonyam;Eytan Adar,,0
Qianwen Wang;Zhen Li;Siwei Fu;Weiwei Cui;Huamin Qu,,0
Evanthia Dimara;Gilles Bailly;Anastasia Bezerianos;Steven Franconeri,,0
Matthew Brehmer;Bongshin Lee;Petra Isenberg;Eun Kyoung Choe,,0
Ricardo Langner;Ulrike Kister;Raimund Dachselt,,0
Biswaksen Patnaik;Andrea Batch;Niklas Elmqvist,,0
Dominik Moritz;Chenglong Wang;Greg L. Nelson;Halden Lin;Adam M. Smith;Bill Howe;Jeffrey Heer,,0
Ethan Kerzner;Sarah Goodwin;Jason Dykes;Sara Jones;Miriah D. Meyer,,1
Gabriel Ryan;Abigail Mosca;Remco Chang;Eugene Wu 0002,,0
Wiebke KÃ¶pp;Tino Weinkauf,,0
Yunhai Wang;Zeyu Wang 0005;Chi-Wing Fu;HansjÃ¶rg Schmauder;Oliver Deussen;Daniel Weiskopf,,0
Guillaume Favelier;Noura Faraj;Brian Summa;Julien Tierny,,0
David Kouril;Ladislav CmolÃ­k;Barbora KozlÃ­kovÃ¡;Hslanc-Yun Wu;Graham Johnson;David S. Goodsell;Arthur J. Olson;M. Eduard GrÃ¶ller;Ivan Viola,,0
Andrey Krekhov;Jens H. KrÃ¼ger,,0
Tushar Athawale;Christopher R. Johnson 0001,,0
